"Otu00002","Otu00020","Otu00024","Otu00048","Otu00052","Otu00056","Otu00058","Otu00060","Otu00061","Otu00079","Otu00080","Otu00083","Otu00085","Otu00087","Otu00088","Otu00094","Otu00096","Otu00097","Otu00101","Otu00113","Otu00115","Otu00118","Otu00122","Otu00123","Otu00132","Otu00135","Otu00143","Otu00145","Otu00149","Otu00153","Otu00156","Otu00159","Otu00162","Otu00163","Otu00165","Otu00166","Otu00168","Otu00170","Otu00172","Otu00174","Otu00177","Otu00180","Otu00185","Otu00187","Otu00198","Otu00201","Otu00202","Otu00205","Otu00215","Otu00218","Otu00225","Otu00234","Otu00239","Otu00242","Otu00245","Otu00246","Otu00248","Otu00252","Otu00256","Otu00257","Otu00265","Otu00267","Otu00268","Otu00270","Otu00279","Otu00285","Otu00286","Otu00289","Otu00296","Otu00299","Otu00306","Otu00308","Otu00316","Otu00320","Otu00322","Otu00323","Otu00324","Otu00327","Otu00330","Otu00332","Otu00338","Otu00341","Otu00347","Otu00354","Otu00356","Otu00359","Otu00361","Otu00365","Otu00368","Otu00369","Otu00371","Otu00375","Otu00378","Otu00380","Otu00383","Otu00384","Otu00385","Otu00389","Otu00399","Otu00400","Otu00405","Otu00406","Otu00411","Otu00412","Otu00413","Otu00414","Otu00416","Otu00421","Otu00422","Otu00423","Otu00428","Otu00429","Otu00437","Otu00446","Otu00453","Otu00455","Otu00456","Otu00460","Otu00462","Otu00464","Otu00466","Otu00467","Otu00472","Otu00473","Otu00475","Otu00479","Otu00481","Otu00485","Otu00489","Otu00495","Otu00502","Otu00504","Otu00511","Otu00512","Otu00513","Otu00514","Otu00522","Otu00523","Otu00525","Otu00529","Otu00534","Otu00539","Otu00540","Otu00546","Otu00547","Otu00548","Otu00550","Otu00556","Otu00559","Otu00560","Otu00562","Otu00565","Otu00566","Otu00570","Otu00573","Otu00575","Otu00576","Otu00579","Otu00582","Otu00583","Otu00584","Otu00587","Otu00597","Otu00598","Otu00599","Otu00601","Otu00604","Otu00618","Otu00619","Otu00620","Otu00622","Otu00623","Otu00624","Otu00630","Otu00634","Otu00635","Otu00645","Otu00647","Otu00650","Otu00653","Otu00654","Otu00663","Otu00668","Otu00669","Otu00672","Otu00678","Otu00679","Otu00681","Otu00682","Otu00686","Otu00693","Otu00706","Otu00708","Otu00712","Otu00717","Otu00727","Otu00728","Otu00730","Otu00736","Otu00737","Otu00740","Otu00742","Otu00746","Otu00756","Otu00760","Otu00766","Otu00772","Otu00773","Otu00774","Otu00777","Otu00783","Otu00785","Otu00786","Otu00788","Otu00799","Otu00803","Otu00807","Otu00810","Otu00821","Otu00827","Otu00842","Otu00852","Otu00853","Otu00854","Otu00855","Otu00864","Otu00871","Otu00876","Otu00877","Otu00882","Otu00885","Otu00891","Otu00892","Otu00897","Otu00898","Otu00904","Otu00906","Otu00907","Otu00908","Otu00911","Otu00919","Otu00923","Otu00932","Otu00934","Otu00935","Otu00940","Otu00947","Otu00948","Otu00949","Otu00951","Otu00954","Otu00957","Otu00958","Otu00967","Otu00970","Otu00977","Otu00981","Otu00992","Otu00994","Otu00996","Otu01004","Otu01010","Otu01012","Otu01016","Otu01022","Otu01023","Otu01025","Otu01029","Otu01034","Otu01041","Otu01048","Otu01055","Otu01058","Otu01060","Otu01061","Otu01062","Otu01063","Otu01064","Otu01068","Otu01073","Otu01076","Otu01078","Otu01079","Otu01088","Otu01090","Otu01091","Otu01095","Otu01096","Otu01100","Otu01108","Otu01110","Otu01113","Otu01119","Otu01124","Otu01129","Otu01132","Otu01133","Otu01136","Otu01149","Otu01153","Otu01157","Otu01161","Otu01165","Otu01170","Otu01172","Otu01173","Otu01174","Otu01177","Otu01178","Otu01184","Otu01199","Otu01201","Otu01206","Otu01211","Otu01212","Otu01218","Otu01224","Otu01226","Otu01229","Otu01230","Otu01232","Otu01234","Otu01235","Otu01237","Otu01240","Otu01245","Otu01246","Otu01251","Otu01252","Otu01253","Otu01255","Otu01256","Otu01257","Otu01258","Otu01260","Otu01264","Otu01269","Otu01271","Otu01278","Otu01288","Otu01292","Otu01293","Otu01298","Otu01300","Otu01302","Otu01303","Otu01320","Otu01322","Otu01325","Otu01329","Otu01335","Otu01347","Otu01350","Otu01361","Otu01362","Otu01369","Otu01372","Otu01374","Otu01378","Otu01380","Otu01382","Otu01384","Otu01389","Otu01392","Otu01394","Otu01403","Otu01406","Otu01408","Otu01413","Otu01414","Otu01417","Otu01423","Otu01431","Otu01433","Otu01436","Otu01439","Otu01442","Otu01443","Otu01446","Otu01447","Otu01451","Otu01454","Otu01456","Otu01459","Otu01464","Otu01465","Otu01469","Otu01471","Otu01472","Otu01473","Otu01485","Otu01486","Otu01505","Otu01518","Otu01527","Otu01529","Otu01538","Otu01544","Otu01550","Otu01551","Otu01552","Otu01566","Otu01576","Otu01579","Otu01586","Otu01587","Otu01591","Otu01593","Otu01598","Otu01601","Otu01614","Otu01625","Otu01626","Otu01634","Otu01635","Otu01637","Otu01641","Otu01642","Otu01643","Otu01657","Otu01666","Otu01670","Otu01672","Otu01677","Otu01687","Otu01689","Otu01694","Otu01696","Otu01699","Otu01702","Otu01711","Otu01717","Otu01721","Otu01722","Otu01732","Otu01738","Otu01739","Otu01744","Otu01752","Otu01753","Otu01764","Otu01773","Otu01783","Otu01785","Otu01789","Otu01791","Otu01797","Otu01798","Otu01799","Otu01802","Otu01811","Otu01817","Otu01822","Otu01827","Otu01832","Otu01843","Otu01846","Otu01851","Otu01862","Otu01870","Otu01877","Otu01878","Otu01883","Otu01884","Otu01887","Otu01892","Otu01894","Otu01895","Otu01903","Otu01905","Otu01909","Otu01921","Otu01941","Otu01946","Otu01954","Otu01955","Otu01962","Otu01970","Otu01990","Otu02004","Otu02011","Otu02012","Otu02013","Otu02025","Otu02033","Otu02044","Otu02051","Otu02055","Otu02058","Otu02064","Otu02069","Otu02073","Otu02075","Otu02096","Otu02099","Otu02100","Otu02123","Otu02127","Otu02141","Otu02147","Otu02148","Otu02150","Otu02151","Otu02153","Otu02156","Otu02164","Otu02168","Otu02176","Otu02178","Otu02187","Otu02189","Otu02196","Otu02202","Otu02211","Otu02220","Otu02221","Otu02230","Otu02232","Otu02242","Otu02263","Otu02281","Otu02285","Otu02292","Otu02304","Otu02315","Otu02318","Otu02319","Otu02347","Otu02374","Otu02381","Otu02392","Otu02396","Otu02407","Otu02411","Otu02413","Otu02418","Otu02423","Otu02438","Otu02442","Otu02444","Otu02447","Otu02456","Otu02466","Otu02470","Otu02484","Otu02486","Otu02494","Otu02503","Otu02507","Otu02512","Otu02517","Otu02520","Otu02522","Otu02529","Otu02530","Otu02533","Otu02551","Otu02552","Otu02553","Otu02562","Otu02563","Otu02590","Otu02591","Otu02594","Otu02595","Otu02596","Otu02601","Otu02643","Otu02648","Otu02650","Otu02671","Otu02673","Otu02676","Otu02678","Otu02682","Otu02688","Otu02689","Otu02714","Otu02721","Otu02735","Otu02740","Otu02745","Otu02747","Otu02749","Otu02761","Otu02762","Otu02768","Otu02772","Otu02776","Otu02800","Otu02803","Otu02815","Otu02816","Otu02836","Otu02837","Otu02839","Otu02841","Otu02847","Otu02848","Otu02859","Otu02864","Otu02868","Otu02906","Otu02907","Otu02924","Otu02928","Otu02940","Otu02943","Otu02948","Otu02950","Otu02955"
0,85,523,9,141,19,2,0,0,0,0,0,0,0,25,0,0,0,0,0,0,0,0,0,1,0,0,66,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,0,79,93,0,0,0,0,0,0,0,0,0,0,0,125,0,0,0,0,0,0,0,0,2,2,0,0,8,0,0,0,0,0,0,0,0,0,195,0,0,0,0,0,0,712,0,0,0,88,0,0,24,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,673,0,7,124,0,0,10,0,0,0,0,5,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,377,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,7,125,72,0,88,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,50,0,0,0,0,0,0,0,62,0,2,0,0,0,0,1,0,0,3,0,1,0,0,99,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,0,0,0,0,0,0,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,1,12,172,2,0,0,0,1,0,0,0,0,110,1,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,356,0,0,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,0,0,148,0,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,0,1,0,0,0,0,364,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,0,2,36,0,0,0,0,5,182,2,0,0,0,0,116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,3,6,5,0,7,0,0,0,0,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,19,0,0,0,4,4,0,0,0,13,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,188,0,0,0,1267,0,0,0,0,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,70,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9,29,310,798,0,4,0,1,0,0,0,2,0,0,0,13,0,0,0,0,6,0,0,0,0,1,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,12,0,124,0,0,0,0,0,0,0,0,0,0,15,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,178,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
